School_Code,School_Name,School_Teaches_Computer_Science,Total_Computer_Science_Courses_Taught,Yearly_Enrolled_in_Computer_Science,X,Y,FID,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName_y,Lowest_Grade,Highest_Grade,Address_Line_1,Address_Line_2,City,State,Zip_Code_Long,Principal_Name,Email,Phone,Org_Category,AYPCode,GradeCateg,Org_Category_2,Zip_Code,CountyID,County_Name
2150,Sedro Woolley Senior High School,Teaches Computer Science,13.0,285.0,-122.2366902,48.50025413,172,48.50026,-122.236705,29801,Northwest Educational Service District 189,29101,Sedro-Woolley School District,Sedro Woolley Senior High School,9,12,1235 Third Street, ,Sedro-Woolley,Washington,98284-0000,Kerri  Carlton,kcarlton@swsd.k12.wa.us,360.855.3510," Public School, Regular School",P,High School,Public,98284,53057,Skagit County
2166,Centralia High School,Teaches Computer Science,2.0,17.0,-123.0016645,46.7265813,630,46.726587,-123.00167900000001,34801,Capital Region ESD 113,21401,Centralia School District,Centralia High School,9,12,813 Eshom Road, ,Centralia,Washington,98531-1515,Josue  Lowe,jlowe@centralia.wednet.edu,360.330.7605," Public School, Regular School",P,High School,Public,98531,53041,Lewis County
2172,Lewis & Clark High School,Teaches Computer Science,12.0,496.0,-117.42018829999999,47.65192268,1640,47.651928999999996,-117.420202,32801,Educational Service District 101,32081,Spokane School District,Lewis & Clark High School,9,12,521 W 4Th Ave, ,Spokane,Washington,99204-2692,Marybeth  Smith,marybethsm@spokaneschools.org,509.354.7000," Public School, Regular School",P,High School,Public,99204,53063,Spokane County
2179,Fort Vancouver High School,Teaches Computer Science,1.0,20.0,-122.61274180000001,45.63663333,902,45.636639,-122.612756,6801,Educational Service District 112,6037,Vancouver School District,Fort Vancouver High School,9,12,5700 E 18TH ST, ,Vancouver,Washington,98661-6898,Jeaudelle R Videlco,jody.videlco@vansd.org,360.313.4000," Public School, Regular School",P,High School,Public,98661,53011,Clark County
2182,Franklin High School,Teaches Computer Science,8.0,142.0,-122.2928054,47.57606618,914,47.576071999999996,-122.29281999999999,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Franklin High School,9,12,3013 S MT BAKER BV, ,Seattle,Washington,98144-6139,Jennifer  Wiley,jwiley@seattleschools.org,206.252.6150," Public School, Regular School",P,High School,Public,98144,53033,King County
2206,Eatonville High School,Teaches Computer Science,9.0,166.0,-122.2667746,46.87172222,799,46.871728000000004,-122.26678899999999,17801,Puget Sound Educational Service District 121,27404,Eatonville School District,Eatonville High School,9,12,PO Box 699, ,Eatonville,Washington,98328-0699,Amy  Sturdivant,a.sturdivant@eatonville.wednet.edu,360.879.1200," Public School, Regular School",P,High School,Public,98328,53053,Pierce County
2215,Lincoln,Teaches Computer Science,8.0,330.0,-122.4412785,47.22520922,1659,47.225215000000006,-122.44129299999999,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Lincoln,9,12,701 S 37th St, ,Tacoma,Washington,98418-0000,Pat  Erwin,perwin@tacoma.k12.wa.us,253.571.6700," Public School, Regular School",P,High School,Public,98418,53053,Pierce County
2220,Ballard High School,Teaches Computer Science,14.0,500.0,-122.37529640000001,47.67668419,478,47.67669,-122.37531100000001,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Ballard High School,9,12,1418 NW 65 ST, ,Seattle,Washington,98117-5237,Keven  Wynkoop,kswynkoop@seattleschools.org,206.252.1000," Public School, Regular School",P,High School,Public,98117,53033,King County
2233,Mansfield Elem And High School,Teaches Computer Science,1.0,5.0,-119.64372279999999,47.8165749,1715,47.816581,-119.64373700000002,4801,North Central Educational Service District 171,9207,Mansfield School District,Mansfield Elem And High School,PK,12,P.O. BOX 188, ,Mansfield,Washington,98830-0000,Shane  Bird,sbird@mansfield.wednet.edu,509.683.1012," Public School, Regular School",P,K-12,Public,98830,53017,Douglas County
2234,West Seattle High School,Teaches Computer Science,12.0,182.0,-122.38460740000001,47.57691419,1232,47.57692,-122.384622,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,West Seattle High School,9,12,3000 CALIFORNIA AV SW, ,Seattle,Washington,98116-3302,Brian  Vance,brvance@seattleschools.org,206.252.8805," Public School, Regular School",P,High School,Public,98116,53033,King County
2246,Okanogan High School,Teaches Computer Science,2.0,16.0,-119.5854267,48.36481234,1933,48.36481849,-119.58544099999999,4801,North Central Educational Service District 171,24105,Okanogan School District,Okanogan High School,9,12,PO Box 592, ,Okanogan,Washington,98840-0592,Bob D Shacklett,bshacklett@oksd.wednet.edu,509.422.3770," Public School, Regular School",P,High School,Public,98840,53047,Okanogan County
2266,Kelso High School,Teaches Computer Science,3.0,58.0,-122.8922976,46.14359132,1155,46.143597,-122.89231200000002,6801,Educational Service District 112,8458,Kelso School District,Kelso High School,9,12,1904 Allen St, ,Kelso,Washington,98626-0000,Christine Marie Mcdaniel,christine.mcdaniel@kelsosd.org,360.501.1827," Public School, Regular School",P,High School,Public,98626,53015,Cowlitz County
2270,Puget Sound Skills Center,Teaches Computer Science,1.0,10.0,-122.3230604,47.44122119,2307,47.441227000000005,-122.323075,17801,Puget Sound Educational Service District 121,17401,Highline School District,Puget Sound Skills Center,10,12,18010 8th Ave S, ,Seattle,Washington,98148-1908,Todd  Moorhead,todd.moorhead@highlineschools.org,206.631.7300," Public School, Vocational/technical school",V,High School,Public,98148,53033,King County
2272,South Kitsap High School,Teaches Computer Science,8.0,184.0,-122.6241624,47.53773422,239,47.53774,-122.624177,18801,Olympic Educational Service District 114,18402,South Kitsap School District,South Kitsap High School,9,12,425 MITCHELL AVE, ,Port Orchard,Washington,98366-0000,Diane  Fox,foxd@skschools.org,360.874.5600," Public School, Regular School",P,High School,Public,98366,53035,Kitsap County
2285,Roosevelt High School,Teaches Computer Science,12.0,294.0,-122.3126874,47.67739218,129,47.677398,-122.312702,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Roosevelt High School,9,12,1410 NE 66 ST, ,Seattle,Washington,98115-6744,Kristina  Rodgers,karodgers@seattleschools.org,206.252.4815," Public School, Regular School",P,High School,Public,98115,53033,King County
2295,Mount Vernon High School,Teaches Computer Science,7.0,105.0,-122.32763119999998,48.42414914,1831,48.424155,-122.327646,29801,Northwest Educational Service District 189,29320,Mount Vernon School District,Mount Vernon High School,9,12,314 N 9th St, ,Mount Vernon,Washington,98273-3327,Teresa  Wattawa,twattawa@mvsd320.org,360.428.6100," Public School, Regular School",P,High School,Public,98273,53057,Skagit County
2306,Garfield High School,Teaches Computer Science,12.0,506.0,-122.3018403,47.60515001,1095,47.60515582,-122.30185490000001,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Garfield High School,9,12,400 23 Ave, ,Seattle,Washington,98122-4928,Ted  Howard Ii,thoward@seattleschools.org,206.252.2270," Public School, Regular School",P,High School,Public,98122,53033,King County
2325,Highline High School,Teaches Computer Science,8.0,118.0,-122.33013740000001,47.46614119,1056,47.466147,-122.330152,17801,Puget Sound Educational Service District 121,17401,Highline School District,Highline High School,9,12,225 S 152nd St, ,Burien,Washington,98148-1087, , , ," Public School, Regular School",P,High School,Public,98148,53033,King County
2329,Cle Elum Roslyn High School,Teaches Computer Science,2.0,12.0,-120.9760807,47.20494607,674,47.204952,-120.976095,39801,Educational Service District 105,19404,Cle Elum-Roslyn School District,Cle Elum Roslyn High School,9,12,2692 SR 903, ,Cle Eum,Washington,98922-8706,Brett  Simpson,simpsonb@cersd.org,509.649.4901," Public School, Regular School",P,High School,Public,98922,53037,Kittitas County
2362,Burlington Edison High School,Teaches Computer Science,8.0,178.0,-122.3373962,48.47822614,552,48.478232,-122.33741100000002,29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,Burlington Edison High School,9,12,301 N BURLINGTON BLVD, ,Burlington,Washington,98233-1199,Todd  Setterlund,tsetterlund@be.wednet.edu,360.757.4074," Public School, Regular School",P,High School,Public,98233,53057,Skagit County
2388,Selah High School,Teaches Computer Science,8.0,196.0,-120.5282909,46.66420606,174,46.664212,-120.528305,39801,Educational Service District 105,39119,Selah School District,Selah High School,9,12,801 North First Street, ,Selah,Washington,98942-0000,Todd   Hilberg,toddhilberg@selahschools.org,509.698.8505," Public School, Regular School",P,High School,Public,98942,53077,Yakima County
2390,Ridgefield High School,Teaches Computer Science,2.0,3.0,-122.7144527,45.79725533,94,45.797261,-122.714467,6801,Educational Service District 112,6122,Ridgefield School District,Ridgefield High School,9,12,2630 S HILLHURST ROAD, ,Ridgefield,Washington,98642-9089,Christen  Palmer,christen.palmer@ridgefieldsd.org,360.619.1323," Public School, Regular School",P,High School,Public,98642,53011,Clark County
2392,Cleveland High School Stem,Teaches Computer Science,16.0,646.0,-122.3141044,47.55238019,678,47.552386,-122.31411899999999,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Cleveland High School Stem,9,12,5511 15 AVE S, ,Seattle,Washington,98108-2823,George  Breland,glbreland@seattleschools.org,206.252.7800," Public School, Regular School",P,High School,Public,98108,53033,King County
2395,Bainbridge High School,Teaches Computer Science,6.0,167.0,-122.5240574,47.636349200000005,475,47.636355,-122.524072,17801,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,Bainbridge High School,9,12,9330 NE High School RD, ,Bainbridge Island,Washington,98110-3695,Duane  Fish,dfish@bisd303.org,206.780.1250," Public School, Regular School",P,High School,Public,98110,53035,Kitsap County
2402,Mead Senior High School,Teaches Computer Science,11.0,292.0,-117.4146562,47.77007267,1768,47.770078999999996,-117.41467,32801,Educational Service District 101,32354,Mead School District,Mead Senior High School,9,12,302 W HASTINGS RD, ,Spokane,Washington,99218-2598,Teresa  Laher,teresa.laher@mead354.org,509.465.7000," Public School, Regular School",P,High School,Public,99218,53063,Spokane County
2415,Battle Ground High School,Teaches Computer Science,4.0,358.0,-122.54019869999999,45.78208831,484,45.782094,-122.540213,6801,Educational Service District 112,6119,Battle Ground School District,Battle Ground High School,9,12,PO Box 200, ,Battle Ground,Washington,98604-0200,Charbonneau D Gourde,gourde.charbonneau@battlegroundps.org,360.885.6560," Public School, Regular School",P,High School,Public,98604,53011,Clark County
2416,R A Long High School,Teaches Computer Science,4.0,104.0,-122.95590959999998,46.14060833,68,46.140614,-122.955924,6801,Educational Service District 112,8122,Longview School District,R A Long High School,9,12,2903 Nichols Blvd., ,Longview,Washington,98632-2704,Richard J. Reeves,rreeves@longview.k12.wa.us,360.575.7225," Public School, Regular School",P,High School,Public,98632,53015,Cowlitz County
2417,Federal Way High School,Teaches Computer Science,6.0,244.0,-122.31400249999999,47.327682200000005,875,47.327688,-122.31401699999999,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Federal Way High School,9,12,30611 16TH AV S, ,Federal Way,Washington,98003-4126,Matt  Oberst,moberst@fwps.org,253.945.5400," Public School, Regular School",P,High School,Public,98003,53033,King County
2419,Vashon Island High School,Teaches Computer Science,6.0,41.0,-122.45812839999999,47.42328721,392,47.423293,-122.45814299999999,17801,Puget Sound Educational Service District 121,17402,Vashon Island School District,Vashon Island High School,9,12,9600 SW 204TH ST, ,Vashon,Washington,98070-0000,Alanah  Baron,abaron@vashonsd.org,206.463.8682," Public School, Regular School",P,High School,Public,98070,53033,King County
2425,Clover Park High School,Teaches Computer Science,8.0,374.0,-122.5190645,47.15758823,680,47.157594,-122.519079,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Clover Park High School,9,12,11023 Gravelly LK DR SW, ,Lakewood,Washington,98499-0000,Tim  Stults,tstults@cloverpark.k12.wa.us,253.583.5500," Public School, Regular School",P,High School,Public,98499,53053,Pierce County
2428,Snohomish High School,Teaches Computer Science,4.0,102.0,-122.1000284,47.91837914,229,47.918385,-122.100043,29801,Northwest Educational Service District 189,31201,Snohomish School District,Snohomish High School,9,12,1316 Fifth Street, ,Snohomish,Washington,98290-0000,Eric  Cahan,eric.cahan@sno.wednet.edu,360.563.4001," Public School, Regular School",P,High School,Public,98290,53061,Snohomish County
2467,Anacortes High School,Teaches Computer Science,6.0,183.0,-122.62253510000001,48.50709617,445,48.507102,-122.62255,29801,Northwest Educational Service District 189,29103,Anacortes School District,Anacortes High School,9,12,1600 20th Street, ,Anacortes,Washington,98221-2396,Jon  Ronngren,jronngren@asd103.org,360.293.2166," Public School, Regular School",P,High School,Public,98221,53057,Skagit County
2471,Sequim Senior High,Teaches Computer Science,4.0,48.0,-123.10400220000001,48.08528424,177,48.08529,-123.104017,18801,Olympic Educational Service District 114,5323,Sequim School District,Sequim Senior High,9,12,601 N. Sequim Ave., ,Sequim,Washington,98382-0000,Shawn  Langston,slangston@sequim.k12.wa.us,360.582.3600," Public School, Regular School",P,High School,Public,98382,53009,Clallam County
2475,Renton Senior High School,Teaches Computer Science,3.0,85.0,-122.2117094,47.48294518,86,47.482951,-122.211724,17801,Puget Sound Educational Service District 121,17403,Renton School District,Renton Senior High School,9,12,400 S 2nd St, ,Renton,Washington,98055-2007,Gia  San Martin,giovanna.sanmartin@rentonschools.us,425.204.3400," Public School, Regular School",P,High School,Public,98055,53033,King County
2479,Rogers High School,Teaches Computer Science,8.0,98.0,-117.38605030000001,47.69969468,120,47.699701,-117.38606399999999,32801,Educational Service District 101,32081,Spokane School District,Rogers High School,9,12,1622 E Wellesley Ave, ,Spokane,Washington,99207-4299,Lori  Wyborney,loriwy@spokaneschools.org,509.354.6535," Public School, Regular School",P,High School,Public,99207,53063,Spokane County
2488,Ferndale High School,Teaches Computer Science,4.0,90.0,-122.5930601,48.85271815,878,48.852724,-122.593075,29801,Northwest Educational Service District 189,37502,Ferndale School District,Ferndale High School,9,12,P.O. Box 428, ,Ferndale,Washington,98248-0428,Jeremy  Vincent,jeremy.vincent@ferndalesd.org,360.383.9243," Public School, Regular School",P,High School,Public,98248,53073,Whatcom County
2499,Pullman High School,Teaches Computer Science,2.0,25.0,-117.18597949999999,46.74791573,60,46.747921999999996,-117.185993,32801,Educational Service District 101,38267,Pullman School District,Pullman High School,9,12,510 NW Greyhound Way, ,Pullman,Washington,99163-3585,Juston  Pollestad,jpollestad@psd267.org,509.332.1551," Public School, Regular School",P,High School,Public,99163,53075,Whitman County
2523,Arlington High School,Teaches Computer Science,8.0,140.0,-122.1149183,48.16606613,456,48.166072,-122.11493300000001,29801,Northwest Educational Service District 189,31016,Arlington School District,Arlington High School,9,12,18821 Crown Ridge Blvd, ,Arlington,Washington,98223-4015,Duane  Fish,dfish@asd.wednet.edu,360.618.6302," Public School, Regular School",P,High School,Public,98223,53061,Snohomish County
2553,Bellingham High School,Teaches Computer Science,8.0,208.0,-122.47397009999999,48.75687414,495,48.756879999999995,-122.47398500000001,29801,Northwest Educational Service District 189,37501,Bellingham School District,Bellingham High School,9,12,2020 Cornwall Ave, ,Bellingham,Washington,98225-3648,Linda  Miller,linda.miller@bellinghamschools.org,360.676.6575," Public School, Regular School",P,High School,Public,98225,53073,Whatcom County
2555,Grandview High School,Teaches Computer Science,2.0,50.0,-119.92357109999999,46.25230203,984,46.252308,-119.923585,39801,Educational Service District 105,39200,Grandview School District,Grandview High School,9,12,1601 W 5th ST, ,Grandview,Washington,98930-0000,Kimberly  Casey,kkcasey@gsd200.org,509.882.8750," Public School, Regular School",P,High School,Public,98930,53077,Yakima County
2580,Granite Falls High School,Teaches Computer Science,4.0,112.0,-121.9875973,48.08783912,977,48.087845,-121.98761200000001,29801,Northwest Educational Service District 189,31332,Granite Falls School District,Granite Falls High School,9,12,1401 100th St NE, ,Granite Falls,Washington,98252,Kevin  Davis,kdavis@gfalls.wednet.edu,360.691.7713," Public School, Regular School",P,High School,Public,98252,53061,Snohomish County
2581,Stanwood High School,Teaches Computer Science,2.0,68.0,-122.3337612,48.24233015,266,48.242336,-122.333776,29801,Northwest Educational Service District 189,31401,Stanwood-Camano School District,Stanwood High School,9,12,7400 272ND ST NW, ,Stanwood,Washington,98292-0000,Christine  Del Pozo,cdelpozo@stanwood.wednet.edu,360.629.1300," Public School, Regular School",P,High School,Public,98292,53061,Snohomish County
2588,Colton School,Teaches Computer Science,1.0,1.0,-117.1309935,46.56644973,688,46.566456,-117.13100700000001,32801,Educational Service District 101,38306,Colton School District,Colton School,PK,12,706 Union, ,Colton,Washington,99113-0000,Tim  Casey,tcasey@colton.k12.wa.us,509.229.3386," Public School, Regular School",P,PK-12,Public,99113,53075,Whitman County
2615,Central Kitsap High School,Teaches Computer Science,6.0,139.0,-122.6990933,47.65156922,626,47.651575,-122.69910800000001,18801,Olympic Educational Service District 114,18401,Central Kitsap School District,Central Kitsap High School,9,12,3700 NW Anderson Hill Road, ,Silverdale,Washington,98383-0008,Stephen  Coons,stephenc@cksd.wednet.edu,360.662.2400," Public School, Regular School",P,High School,Public,98383,53035,Kitsap County
2623,Manson High School,Teaches Computer Science,7.0,47.0,-120.1533857,47.89159394,1467,47.8916,-120.1534,4801,North Central Educational Service District 171,4019,Manson School District,Manson High School,9,12,PO BOX A,1000 Totem Pole Road,Manson,Washington,98831,Shawn  Thurman,sthurman@manson.org,509.687.9585," Public School, Regular School",P,High School,Public,98831,53007,Chelan County
2633,Yelm High School 12,Teaches Computer Science,4.0,112.0,-122.6243685,46.95056125,1303,46.950567,-122.62438300000001,34801,Capital Region ESD 113,34002,Yelm School District,Yelm High School 12,9,12,PO Box 476, ,Yelm,Washington,98597-0476,Ryan  Akiyama,ryan_akiyama@ycs.wednet.edu,360.458.7777," Public School, Regular School",P,High School,Public,98597,53067,Thurston County
2679,Tonasket High School,Teaches Computer Science,2.0,30.0,-119.434357,48.70170052,348,48.7017067,-119.43437140000002,4801,North Central Educational Service District 171,24404,Tonasket School District,Tonasket High School,9,12,35HS HIGHWAY 20, ,Tonasket,Washington,98855-0000,Brian  Ellis,bellis@tonasket.wednet.edu,509.486.2161," Public School, Regular School",P,High School,Public,98855,53047,Okanogan County
2681,Peninsula High School,Teaches Computer Science,22.0,278.0,-122.62341640000001,47.38685623,1998,47.386862,-122.62343100000001,17801,Puget Sound Educational Service District 121,27401,Peninsula School District,Peninsula High School,9,12,14105 Purdy Dr NW, ,Gig Harbor,Washington,98332-8627,Dave  Goodwin,goodwind@psd401.net,253.530.4400," Public School, Regular School",P,High School,Public,98332,53053,Pierce County
2701,Bellevue High School,Teaches Computer Science,12.0,658.0,-122.1973254,47.60472017,494,47.604726,-122.19734,17801,Puget Sound Educational Service District 121,17405,Bellevue School District,Bellevue High School,9,12,10416 Wolverine Way, ,Bellevue,Washington,98004-6600,Vic (Victor)  Anderson,andersonv@bsd405.org,425.456.7000," Public School, Regular School",P,High School,Public,98004,53033,King County
